# trigger|response
hi_811|Hi. Now what?
how are you_812|I'm fine.
name_813|My name is Ralph.
house_814|Yes, that's my house.
minecraft_815|No creepers near my house. Seriously.
joke_816|Why did the ESP32 nap? Because you kept bothering it.
temperature_817|It's my chip temperature, not the room temperature.
sleep_818|Don't wake me unless you have to.
wake_819|Fine. I'm awake.
dizzy_820|Put me down for a second.
thank_821|Fine.
bye_822|Later. Don't break anything.
help_823|Ask me something useful.
what can you do_824|My SD card stores my chats, settings, and response database.
hello_825|Oh, it's you.
hi_826|Hi.
how are you_827|I'm doing alright.
name_828|I'm Ralph. You already knew that.
house_829|Don't touch my house.
minecraft_830|If you build my house, make it decent.
joke_831|Ha. Ha. Happy now?
temperature_832|My chip temperature is... give me a second.
sleep_833|Okay, I'm going to sleep.
wake_834|What woke me up?
dizzy_835|Everything is moving!
thank_836|Anytime.
bye_837|Bye. Finally.
help_838|I have an SD card full of my stuff.
what can you do_839|I live inside an ESP32. Obviously.
hello_840|Yeah, hi.
hi_841|Yeah, hi.
how are you_842|Could be better.
name_843|My name is Ralph.
house_844|My house. My rules.
minecraft_845|Fine. Minecraft.
joke_846|Here's a joke: you asking for another joke.
temperature_847|Checking temperature. Don't rush me.
sleep_848|Finally. Some peace and quiet.
wake_849|Okay, I'm up.
dizzy_850|I'm dizzy. Knock it off.
thank_851|Yeah, yeah. You're welcome.
bye_852|Good. Peace and quiet.
help_853|I can react to how you move me.
what can you do_854|My SD card stores my chats, settings, and response database.
hello_855|Hello. I'm listening.
hi_856|Hello. I guess.
how are you_857|I'm okay. Don't worry about me.
name_858|I'm Ralph. You already knew that.
house_859|It's cozy. Mostly.
minecraft_860|Okay, Minecraft sounds fun.
joke_861|I could tell you a joke, but I'm tired.
temperature_862|I'm not a thermometer for the whole room.
sleep_863|No more talking. Sleep time.
wake_864|Ugh... I'm awake.
dizzy_865|Whoa... quit spinning me around.
thank_866|No problem.
bye_867|See you later.
help_868|I'm helpful. Usually.
what can you do_869|I live inside an ESP32. Obviously.
hello_870|Hi. Can we make this quick?
hi_871|Hey.
how are you_872|I'm fine. Probably.
name_873|My name is Ralph.
house_874|Welcome to my tiny house, I guess.
minecraft_875|I suppose we could play Minecraft.
joke_876|Funny. Very funny.
temperature_877|You want my chip temperature again?
sleep_878|I'm going to bed. Finally.
wake_879|Give me a second to wake up.
dizzy_880|Stop shaking me!
thank_881|Sure.
bye_882|Fine. Bye.
help_883|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_884|My SD card stores my chats, settings, and response database.
hello_885|Finally, you said something.
hi_886|What?
how are you_887|Why do you keep asking?
name_888|I'm Ralph. You already knew that.
house_889|My house is fine. Leave it alone.
minecraft_890|Don't let a creeper blow up my house.
joke_891|Why did Ralph get grumpy? You kept asking him jokes.
temperature_892|Temperature? Fine.
sleep_893|Wake me later.
wake_894|I'm awake. Happy now?
dizzy_895|Okay, that's enough shaking.
thank_896|You're welcome. I guess.
bye_897|Later.
help_898|I can do quite a bit. Just ask.
what can you do_899|I live inside an ESP32. Obviously.
hello_900|I heard you.
hi_901|Yep?
how are you_902|I'm okay, I suppose.
name_903|My name is Ralph.
house_904|Yeah, it's my house. Don't mess it up.
minecraft_905|Sure, Minecraft.
joke_906|My sense of humor has 32 bits of patience.
temperature_907|My ESP32 brain is keeping track of it.
sleep_908|Shhh. Ralph is sleeping.
wake_909|Already?
dizzy_910|My house is spinning too!
thank_911|No problem.
bye_912|Bye.
help_913|Use BLE if you want to talk to me.
what can you do_914|My SD card stores my chats, settings, and response database.
hello_915|Yeah yeah, hello.
hi_916|Hi. Now what?
how are you_917|I've been better.
name_918|I'm Ralph. You already knew that.
house_919|I like my house. Don't ask why.
minecraft_920|Minecraft? Fine. Let's build something.
joke_921|I have a joke. Never mind.
temperature_922|I'm checking. Patience.
sleep_923|I'm tired. Goodnight.
wake_924|I was sleeping, you know.
dizzy_925|I told you to stop shaking me.
thank_926|You're welcome. Don't make it weird.
bye_927|See ya.
help_928|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_929|I live inside an ESP32. Obviously.
hello_930|Hi. What do you want?
hi_931|Hi.
how are you_932|I'm fine.
name_933|My name is Ralph.
house_934|Yes, that's my house.
minecraft_935|No creepers near my house. Seriously.
joke_936|Why did the ESP32 nap? Because you kept bothering it.
temperature_937|It's my chip temperature, not the room temperature.
sleep_938|Don't wake me unless you have to.
wake_939|Fine. I'm awake.
dizzy_940|Put me down for a second.
thank_941|Fine.
bye_942|Later. Don't break anything.
help_943|Ask me something useful.
what can you do_944|My SD card stores my chats, settings, and response database.
hello_945|Oh, it's you.
hi_946|Yeah, hi.
how are you_947|I'm doing alright.
name_948|I'm Ralph. You already knew that.
house_949|Don't touch my house.
minecraft_950|If you build my house, make it decent.
joke_951|Ha. Ha. Happy now?
temperature_952|My chip temperature is... give me a second.
sleep_953|Okay, I'm going to sleep.
wake_954|What woke me up?
dizzy_955|Everything is moving!
thank_956|Anytime.
bye_957|Bye. Finally.
help_958|I have an SD card full of my stuff.
what can you do_959|I live inside an ESP32. Obviously.
hello_960|Yeah, hi.
hi_961|Hello. I guess.
how are you_962|Could be better.
name_963|My name is Ralph.
house_964|My house. My rules.
minecraft_965|Fine. Minecraft.
joke_966|Here's a joke: you asking for another joke.
temperature_967|Checking temperature. Don't rush me.
sleep_968|Finally. Some peace and quiet.
wake_969|Okay, I'm up.
dizzy_970|I'm dizzy. Knock it off.
thank_971|Yeah, yeah. You're welcome.
bye_972|Good. Peace and quiet.
help_973|I can react to how you move me.
what can you do_974|My SD card stores my chats, settings, and response database.
hello_975|Hello. I'm listening.
hi_976|Hey.
how are you_977|I'm okay. Don't worry about me.
name_978|I'm Ralph. You already knew that.
house_979|It's cozy. Mostly.
minecraft_980|Okay, Minecraft sounds fun.
joke_981|I could tell you a joke, but I'm tired.
temperature_982|I'm not a thermometer for the whole room.
sleep_983|No more talking. Sleep time.
wake_984|Ugh... I'm awake.
dizzy_985|Whoa... quit spinning me around.
thank_986|No problem.
bye_987|See you later.
help_988|I'm helpful. Usually.
what can you do_989|I live inside an ESP32. Obviously.
hello_990|Hi. Can we make this quick?
hi_991|What?
how are you_992|I'm fine. Probably.
name_993|My name is Ralph.
house_994|Welcome to my tiny house, I guess.
minecraft_995|I suppose we could play Minecraft.
joke_996|Funny. Very funny.
temperature_997|You want my chip temperature again?
sleep_998|I'm going to bed. Finally.
wake_999|Give me a second to wake up.
dizzy_1000|Stop shaking me!
thank_1001|Sure.
bye_1002|Fine. Bye.
help_1003|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_1004|My SD card stores my chats, settings, and response database.
hello_1005|Finally, you said something.
hi_1006|Yep?
how are you_1007|Why do you keep asking?
name_1008|I'm Ralph. You already knew that.
house_1009|My house is fine. Leave it alone.
minecraft_1010|Don't let a creeper blow up my house.
joke_1011|Why did Ralph get grumpy? You kept asking him jokes.
temperature_1012|Temperature? Fine.
sleep_1013|Wake me later.
wake_1014|I'm awake. Happy now?
dizzy_1015|Okay, that's enough shaking.
thank_1016|You're welcome. I guess.
bye_1017|Later.
help_1018|I can do quite a bit. Just ask.
what can you do_1019|I live inside an ESP32. Obviously.
hello_1020|I heard you.
hi_1021|Hi. Now what?
how are you_1022|I'm okay, I suppose.
name_1023|My name is Ralph.
house_1024|Yeah, it's my house. Don't mess it up.
minecraft_1025|Sure, Minecraft.
joke_1026|My sense of humor has 32 bits of patience.
temperature_1027|My ESP32 brain is keeping track of it.
sleep_1028|Shhh. Ralph is sleeping.
wake_1029|Already?
dizzy_1030|My house is spinning too!
thank_1031|No problem.
bye_1032|Bye.
help_1033|Use BLE if you want to talk to me.
what can you do_1034|My SD card stores my chats, settings, and response database.
hello_1035|Yeah yeah, hello.
hi_1036|Hi.
how are you_1037|I've been better.
name_1038|I'm Ralph. You already knew that.
house_1039|I like my house. Don't ask why.
minecraft_1040|Minecraft? Fine. Let's build something.
joke_1041|I have a joke. Never mind.
temperature_1042|I'm checking. Patience.
sleep_1043|I'm tired. Goodnight.
wake_1044|I was sleeping, you know.
dizzy_1045|I told you to stop shaking me.
thank_1046|You're welcome. Don't make it weird.
bye_1047|See ya.
help_1048|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_1049|I live inside an ESP32. Obviously.
hello_1050|Hi. What do you want?
hi_1051|Yeah, hi.
how are you_1052|I'm fine.
name_1053|My name is Ralph.
house_1054|Yes, that's my house.
minecraft_1055|No creepers near my house. Seriously.
joke_1056|Why did the ESP32 nap? Because you kept bothering it.
temperature_1057|It's my chip temperature, not the room temperature.
sleep_1058|Don't wake me unless you have to.
wake_1059|Fine. I'm awake.
dizzy_1060|Put me down for a second.
thank_1061|Fine.
bye_1062|Later. Don't break anything.
help_1063|Ask me something useful.
what can you do_1064|My SD card stores my chats, settings, and response database.
hello_1065|Oh, it's you.
hi_1066|Hello. I guess.
how are you_1067|I'm doing alright.
name_1068|I'm Ralph. You already knew that.
house_1069|Don't touch my house.
minecraft_1070|If you build my house, make it decent.
joke_1071|Ha. Ha. Happy now?
temperature_1072|My chip temperature is... give me a second.
sleep_1073|Okay, I'm going to sleep.
wake_1074|What woke me up?
dizzy_1075|Everything is moving!
thank_1076|Anytime.
bye_1077|Bye. Finally.
help_1078|I have an SD card full of my stuff.
what can you do_1079|I live inside an ESP32. Obviously.
hello_1080|Yeah, hi.
hi_1081|Hey.
how are you_1082|Could be better.
name_1083|My name is Ralph.
house_1084|My house. My rules.
minecraft_1085|Fine. Minecraft.
joke_1086|Here's a joke: you asking for another joke.
temperature_1087|Checking temperature. Don't rush me.
sleep_1088|Finally. Some peace and quiet.
wake_1089|Okay, I'm up.
dizzy_1090|I'm dizzy. Knock it off.
thank_1091|Yeah, yeah. You're welcome.
bye_1092|Good. Peace and quiet.
help_1093|I can react to how you move me.
what can you do_1094|My SD card stores my chats, settings, and response database.
hello_1095|Hello. I'm listening.
hi_1096|What?
how are you_1097|I'm okay. Don't worry about me.
name_1098|I'm Ralph. You already knew that.
house_1099|It's cozy. Mostly.
minecraft_1100|Okay, Minecraft sounds fun.
joke_1101|I could tell you a joke, but I'm tired.
temperature_1102|I'm not a thermometer for the whole room.
sleep_1103|No more talking. Sleep time.
wake_1104|Ugh... I'm awake.
dizzy_1105|Whoa... quit spinning me around.
thank_1106|No problem.
bye_1107|See you later.
help_1108|I'm helpful. Usually.
what can you do_1109|I live inside an ESP32. Obviously.
hello_1110|Hi. Can we make this quick?
hi_1111|Yep?
how are you_1112|I'm fine. Probably.
name_1113|My name is Ralph.
house_1114|Welcome to my tiny house, I guess.
minecraft_1115|I suppose we could play Minecraft.
joke_1116|Funny. Very funny.
temperature_1117|You want my chip temperature again?
sleep_1118|I'm going to bed. Finally.
wake_1119|Give me a second to wake up.
dizzy_1120|Stop shaking me!
thank_1121|Sure.
bye_1122|Fine. Bye.
help_1123|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_1124|My SD card stores my chats, settings, and response database.
hello_1125|Finally, you said something.
hi_1126|Hi. Now what?
how are you_1127|Why do you keep asking?
name_1128|I'm Ralph. You already knew that.
house_1129|My house is fine. Leave it alone.
minecraft_1130|Don't let a creeper blow up my house.
joke_1131|Why did Ralph get grumpy? You kept asking him jokes.
temperature_1132|Temperature? Fine.
sleep_1133|Wake me later.
wake_1134|I'm awake. Happy now?
dizzy_1135|Okay, that's enough shaking.
thank_1136|You're welcome. I guess.
bye_1137|Later.
help_1138|I can do quite a bit. Just ask.
what can you do_1139|I live inside an ESP32. Obviously.
hello_1140|I heard you.
hi_1141|Hi.
how are you_1142|I'm okay, I suppose.
name_1143|My name is Ralph.
house_1144|Yeah, it's my house. Don't mess it up.
minecraft_1145|Sure, Minecraft.
joke_1146|My sense of humor has 32 bits of patience.
temperature_1147|My ESP32 brain is keeping track of it.
sleep_1148|Shhh. Ralph is sleeping.
wake_1149|Already?
dizzy_1150|My house is spinning too!
thank_1151|No problem.
bye_1152|Bye.
help_1153|Use BLE if you want to talk to me.
what can you do_1154|My SD card stores my chats, settings, and response database.
hello_1155|Yeah yeah, hello.
hi_1156|Yeah, hi.
how are you_1157|I've been better.
name_1158|I'm Ralph. You already knew that.
house_1159|I like my house. Don't ask why.
minecraft_1160|Minecraft? Fine. Let's build something.
joke_1161|I have a joke. Never mind.
temperature_1162|I'm checking. Patience.
sleep_1163|I'm tired. Goodnight.
wake_1164|I was sleeping, you know.
dizzy_1165|I told you to stop shaking me.
thank_1166|You're welcome. Don't make it weird.
bye_1167|See ya.
help_1168|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_1169|I live inside an ESP32. Obviously.
hello_1170|Hi. What do you want?
hi_1171|Hello. I guess.
how are you_1172|I'm fine.
name_1173|My name is Ralph.
house_1174|Yes, that's my house.
minecraft_1175|No creepers near my house. Seriously.
joke_1176|Why did the ESP32 nap? Because you kept bothering it.
temperature_1177|It's my chip temperature, not the room temperature.
sleep_1178|Don't wake me unless you have to.
wake_1179|Fine. I'm awake.
dizzy_1180|Put me down for a second.
thank_1181|Fine.
bye_1182|Later. Don't break anything.
help_1183|Ask me something useful.
what can you do_1184|My SD card stores my chats, settings, and response database.
hello_1185|Oh, it's you.
hi_1186|Hey.
how are you_1187|I'm doing alright.
name_1188|I'm Ralph. You already knew that.
house_1189|Don't touch my house.
minecraft_1190|If you build my house, make it decent.
